,Code_AL,ID_AL,Code_SA,ID_SA,Code_DA,ID_DA,Codeshare,Stops,Code_PT
7427,AL16,AL16,MIA,3576,TXL,351,,0,332
7428,AL16,AL16,MJT,1469,DUS,345,,0,738
7429,AL16,AL16,MJT,1469,MUC,346,,0,320
7430,AL16,AL16,MLA,1606,VIE,1613,,0,E90
7431,AL16,AL16,MUC,346,ACE,1055,,0,738
7432,AL16,AL16,MUC,346,AGP,1230,,0,738 320
7433,AL16,AL16,MUC,346,ALC,1212,,0,320 738
7434,AL16,AL16,MUC,346,AMM,2170,Y,0,319
7435,AL16,AL16,MUC,346,AOK,1459,,0,320
7436,AL16,AL16,MUC,346,AUH,2179,Y,0,346 345 333
7437,AL16,AL16,MUC,346,AYT,1688,,0,321
7438,AL16,AL16,MUC,346,BDS,1506,,0,73G 738
7439,AL16,AL16,MUC,346,CAG,1519,,0,320 738
7440,AL16,AL16,MUC,346,CFU,1460,,0,321 320
7441,AL16,AL16,MUC,346,CGN,344,,0,73G
7442,AL16,AL16,MUC,346,CTA,1509,,0,320 321 738
7443,AL16,AL16,MUC,346,DME,4029,,0,738
7444,AL16,AL16,MUC,346,DUS,345,,0,738 320 319 321 DH4
7445,AL16,AL16,MUC,346,FAO,1626,,0,738
7446,AL16,AL16,MUC,346,FNC,4091,,0,738
7447,AL16,AL16,MUC,346,FUE,1051,,0,738
7448,AL16,AL16,MUC,346,GWT,410,,0,DH4 73G
7449,AL16,AL16,MUC,346,HAM,342,,0,320 738 73G
7450,AL16,AL16,MUC,346,HEL,421,Y,0,319 320 E90
7451,AL16,AL16,MUC,346,HER,1452,,0,738 320
7452,AL16,AL16,MUC,346,IBZ,1225,,0,738 320
7453,AL16,AL16,MUC,346,KGS,1458,,0,738
7454,AL16,AL16,MUC,346,KVA,1462,,0,738
7455,AL16,AL16,MUC,346,LHR,507,Y,0,321 320 319
7456,AL16,AL16,MUC,346,LPA,1054,,0,738
7457,AL16,AL16,MUC,346,MAD,1229,Y,0,319 320 321
7458,AL16,AL16,MUC,346,MAH,1231,,0,738
7459,AL16,AL16,MUC,346,MJT,1469,,0,320
7460,AL16,AL16,MUC,346,NAP,1561,,0,320 738
7461,AL16,AL16,MUC,346,NBE,7447,,0,320
7462,AL16,AL16,MUC,346,OLB,1520,,0,73G 738 320
7463,AL16,AL16,MUC,346,PMI,3998,,0,738 321 320
7464,AL16,AL16,MUC,346,PUJ,1760,,0,332
7465,AL16,AL16,MUC,346,PVK,1470,,0,320
7466,AL16,AL16,MUC,346,RHO,1472,,0,738
7467,AL16,AL16,MUC,346,RIX,3953,Y,0,73C DH4 735
7468,AL16,AL16,MUC,346,SAW,4317,,0,738 320
7469,AL16,AL16,MUC,346,SKG,1486,,0,738
7470,AL16,AL16,MUC,346,SMI,1476,,0,320
7471,AL16,AL16,MUC,346,TFS,1056,,0,738
7472,AL16,AL16,MUC,346,TLV,1590,,0,320
7473,AL16,AL16,MUC,346,TXL,351,,0,738 321 320 319 73G
7474,AL16,AL16,MUC,346,VIE,1613,Y,0,E90
7475,AL16,AL16,MUC,346,ZTH,1488,,0,738
7476,AL16,AL16,MXP,1524,DUS,345,,0,73G 738 320
7477,AL16,AL16,MXP,1524,TXL,351,,0,738 73G 320
7478,AL16,AL16,MXP,1524,VIE,1613,Y,0,E90
7479,AL16,AL16,NAP,1561,DUS,345,,0,738 320
7480,AL16,AL16,NAP,1561,MUC,346,,0,320 738
7481,AL16,AL16,NAP,1561,STR,350,,0,320 738
7482,AL16,AL16,NAP,1561,TXL,351,,0,320 73G
7483,AL16,AL16,NAP,1561,ZRH,1678,,0,320
7484,AL16,AL16,NBE,7447,CGN,344,,0,738
7485,AL16,AL16,NBE,7447,DRS,338,,0,738
7486,AL16,AL16,NBE,7447,DUS,345,,0,738
7487,AL16,AL16,NBE,7447,MUC,346,,0,320
7488,AL16,AL16,NBE,7447,NUE,347,,0,738
7489,AL16,AL16,NBE,7447,TXL,351,,0,738
7490,AL16,AL16,NCE,1354,DUS,345,,0,319 320 738
7491,AL16,AL16,NCE,1354,VIE,1613,Y,0,E90
7492,AL16,AL16,NUE,347,AYT,1688,,0,738
7493,AL16,AL16,NUE,347,DJE,293,,0,738
7494,AL16,AL16,NUE,347,DUS,345,,0,DH4
7495,AL16,AL16,NUE,347,FUE,1051,,0,738
7496,AL16,AL16,NUE,347,HAM,342,,0,DH4
7497,AL16,AL16,NUE,347,HER,1452,,0,738
7498,AL16,AL16,NUE,347,HRG,1130,,0,738
7499,AL16,AL16,NUE,347,IBZ,1225,,0,738
7500,AL16,AL16,NUE,347,KGS,1458,,0,738
7501,AL16,AL16,NUE,347,LPA,1054,,0,738
7502,AL16,AL16,NUE,347,NBE,7447,,0,738
7503,AL16,AL16,NUE,347,OLB,1520,,0,738
7504,AL16,AL16,NUE,347,PMI,3998,,0,738
7505,AL16,AL16,NUE,347,RHO,1472,,0,738
7506,AL16,AL16,NUE,347,SAW,4317,,0,738
7507,AL16,AL16,NUE,347,SKG,1486,,0,738
7508,AL16,AL16,NUE,347,SMI,1476,,0,738
7509,AL16,AL16,NUE,347,SPU,1206,,0,DH4
7510,AL16,AL16,NUE,347,TFS,1056,,0,738
7511,AL16,AL16,NUE,347,TXL,351,,0,DH4 319
7512,AL16,AL16,NUE,347,VIE,1613,,0,DH4
7513,AL16,AL16,OLB,1520,CGN,344,,0,738
7514,AL16,AL16,OLB,1520,DUS,345,,0,738 319
7515,AL16,AL16,OLB,1520,HAM,342,,0,320
7516,AL16,AL16,OLB,1520,MUC,346,,0,73G 738 320
7517,AL16,AL16,OLB,1520,NUE,347,,0,738
7518,AL16,AL16,OLB,1520,STR,350,,0,320 738 73G
7519,AL16,AL16,OLB,1520,TXL,351,,0,320 73G
7520,AL16,AL16,OLB,1520,VIE,1613,,0,320
7521,AL16,AL16,OLB,1520,ZRH,1678,,0,320 738
7522,AL16,AL16,ORD,3830,DUS,345,Y,0,763
7523,AL16,AL16,ORD,3830,TXL,351,,0,332
7524,AL16,AL16,ORY,1386,LHR,507,Y,0,319 320
7525,AL16,AL16,ORY,1386,TXL,351,,0,738 320 319
7526,AL16,AL16,OSL,644,TXL,351,,0,319
7527,AL16,AL16,OTP,1657,TXL,351,,0,320 73G
7528,AL16,AL16,PAD,371,AYT,1688,,0,738
7529,AL16,AL16,PAD,371,IBZ,1225,,0,738
7530,AL16,AL16,PAD,371,PMI,3998,,0,738 320
7531,AL16,AL16,PDL,1633,DUS,345,,0,738
7532,AL16,AL16,PEK,3364,NGO,3942,Y,0,332
7533,AL16,AL16,PEK,3364,TXL,351,Y,0,330
7534,AL16,AL16,PMI,3998,AGP,1230,,0,320 321
7535,AL16,AL16,PMI,3998,ALC,1212,,0,321 320
7536,AL16,AL16,PMI,3998,BIO,1216,,0,320 738
7537,AL16,AL16,PMI,3998,BRE,353,,0,320 738 319
7538,AL16,AL16,PMI,3998,BSL,1423,,0,320 738
7539,AL16,AL16,PMI,3998,CGN,344,,0,738 332 320
7540,AL16,AL16,PMI,3998,CPH,609,,0,738
7541,AL16,AL16,PMI,3998,DRS,338,,0,738 321
7542,AL16,AL16,PMI,3998,DTM,373,,0,738
7543,AL16,AL16,PMI,3998,DUS,345,,0,332 321 738 320
7544,AL16,AL16,PMI,3998,FAO,1626,,0,738 320
7545,AL16,AL16,PMI,3998,FDH,382,,0,320
7546,AL16,AL16,PMI,3998,FKB,4166,,0,320 321 73G
7547,AL16,AL16,PMI,3998,FMO,341,,0,738 320
7548,AL16,AL16,PMI,3998,FRA,340,,0,321 320 332
7549,AL16,AL16,PMI,3998,GRZ,1609,Y,0,320
7550,AL16,AL16,PMI,3998,HAJ,352,,0,321 738
7551,AL16,AL16,PMI,3998,HAM,342,,0,738 320 332 319
7552,AL16,AL16,PMI,3998,IBZ,1225,,0,320 738
7553,AL16,AL16,PMI,3998,INN,1610,Y,0,320
7554,AL16,AL16,PMI,3998,LEI,1213,,0,738
7555,AL16,AL16,PMI,3998,LEJ,348,,0,738 320
7556,AL16,AL16,PMI,3998,LNZ,1611,Y,0,320
7557,AL16,AL16,PMI,3998,MAH,1231,,0,320 319
7558,AL16,AL16,PMI,3998,MUC,346,,0,320 321 738
7559,AL16,AL16,PMI,3998,NUE,347,,0,738
7560,AL16,AL16,PMI,3998,PAD,371,,0,320 738
7561,AL16,AL16,PMI,3998,SCN,349,,0,73G 738 320
7562,AL16,AL16,PMI,3998,STR,350,,0,332 738 321 320
7563,AL16,AL16,PMI,3998,SVQ,1253,,0,738
7564,AL16,AL16,PMI,3998,SZG,1612,Y,0,320
7565,AL16,AL16,PMI,3998,TXL,351,,0,321 738 320
7566,AL16,AL16,PMI,3998,VIE,1613,,0,321 320
7567,AL16,AL16,PMI,3998,VLC,1246,,0,738 320 73G
7568,AL16,AL16,PMI,3998,XRY,1226,,0,320
7569,AL16,AL16,PMI,3998,ZRH,1678,,0,738 320 332 321
7570,AL16,AL16,POP,1761,DUS,345,,0,332
7571,AL16,AL16,PUJ,1760,DUS,345,,0,332
7572,AL16,AL16,PUJ,1760,MUC,346,,0,332
7573,AL16,AL16,PVK,1470,DUS,345,,0,321
7574,AL16,AL16,PVK,1470,MUC,346,,0,320
7575,AL16,AL16,PVK,1470,VIE,1613,,0,E90
7576,AL16,AL16,RHO,1472,DRS,338,,0,738
7577,AL16,AL16,RHO,1472,DUS,345,,0,738
7578,AL16,AL16,RHO,1472,MUC,346,,0,738
7579,AL16,AL16,RHO,1472,NUE,347,,0,738
7580,AL16,AL16,RHO,1472,TXL,351,,0,320
7581,AL16,AL16,RHO,1472,VIE,1613,,0,320 E90
7582,AL16,AL16,RIX,3953,DUS,345,Y,0,DH4
7583,AL16,AL16,RIX,3953,FRA,340,Y,0,735 DH4 73C
7584,AL16,AL16,RIX,3953,HAM,342,Y,0,DH4 735
7585,AL16,AL16,RIX,3953,MUC,346,Y,0,73C DH4 735
7586,AL16,AL16,RIX,3953,TXL,351,Y,0,DH4 735
7587,AL16,AL16,RMF,4197,DUS,345,,0,321
7588,AL16,AL16,RSW,3793,DUS,345,,0,332
7589,AL16,AL16,SAW,4317,CGN,344,,0,738
7590,AL16,AL16,SAW,4317,DUS,345,,0,738
7591,AL16,AL16,SAW,4317,MUC,346,,0,738 320
7592,AL16,AL16,SAW,4317,NUE,347,,0,738
7593,AL16,AL16,SAW,4317,STR,350,,0,320 738
7594,AL16,AL16,SAW,4317,SXF,337,,0,738
7595,AL16,AL16,SCN,349,PMI,3998,,0,73G 738 320
7596,AL16,AL16,SCN,349,TXL,351,,0,73G 320
7597,AL16,AL16,SIN,3316,AUH,2179,Y,0,332
7598,AL16,AL16,SIN,3316,BNE,3320,Y,0,332
7599,AL16,AL16,SKG,1486,DUS,345,,0,321
7600,AL16,AL16,SKG,1486,HAM,342,,0,320
7601,AL16,AL16,SKG,1486,MUC,346,,0,738
7602,AL16,AL16,SKG,1486,NUE,347,,0,738
7603,AL16,AL16,SKG,1486,STR,350,,0,738
7604,AL16,AL16,SKG,1486,TXL,351,,0,319
7605,AL16,AL16,SKG,1486,VIE,1613,,0,E90
7606,AL16,AL16,SMI,1476,DUS,345,,0,320
7607,AL16,AL16,SMI,1476,MUC,346,,0,320
7608,AL16,AL16,SMI,1476,NUE,347,,0,738
7609,AL16,AL16,SMI,1476,TXL,351,,0,320
7610,AL16,AL16,SOF,1194,TXL,351,,0,73G
7611,AL16,AL16,SPC,1053,DUS,345,,0,321
7612,AL16,AL16,SPU,1206,NUE,347,,0,DH4
7613,AL16,AL16,STN,548,DUS,345,,0,DH4
7614,AL16,AL16,STR,350,AGP,1230,,0,320 738
7615,AL16,AL16,STR,350,ALC,1212,,0,320 738
7616,AL16,AL16,STR,350,AYT,1688,,0,738 320
7617,AL16,AL16,STR,350,BEG,1739,,0,733 319
7618,AL16,AL16,STR,350,CTA,1509,,0,738 320
7619,AL16,AL16,STR,350,DUS,345,,0,DH4
7620,AL16,AL16,STR,350,FLR,1563,,0,DH4
7621,AL16,AL16,STR,350,GWT,410,,0,DH4 73G
7622,AL16,AL16,STR,350,HAJ,352,,0,DH4
7623,AL16,AL16,STR,350,HAM,342,,0,320 738
7624,AL16,AL16,STR,350,IBZ,1225,,0,738 320
7625,AL16,AL16,STR,350,JER,499,,0,DH4
7626,AL16,AL16,STR,350,LHR,507,Y,0,319 321 320
7627,AL16,AL16,STR,350,NAP,1561,,0,320 738
7628,AL16,AL16,STR,350,OLB,1520,,0,320 738 73G
7629,AL16,AL16,STR,350,PMI,3998,,0,321 332 738 320
7630,AL16,AL16,STR,350,SAW,4317,,0,320
7631,AL16,AL16,STR,350,SKG,1486,,0,738
7632,AL16,AL16,STR,350,TXL,351,,0,738 320 73G 321 DH4 319
7633,AL16,AL16,STR,350,VCE,1551,,0,320 73G
7634,AL16,AL16,SUF,1508,ZRH,1678,,0,320
7635,AL16,AL16,SVQ,1253,PMI,3998,,0,738
7636,AL16,AL16,SXF,337,SAW,4317,,0,738
7637,AL16,AL16,SZG,1612,ACE,1055,,0,320
7638,AL16,AL16,SZG,1612,CLY,1322,,0,320
7639,AL16,AL16,SZG,1612,DUS,345,,0,DH4
7640,AL16,AL16,SZG,1612,HAM,342,,0,320 319
7641,AL16,AL16,SZG,1612,HER,1452,,0,321
7642,AL16,AL16,SZG,1612,LGW,502,Y,0,734
7643,AL16,AL16,SZG,1612,LPA,1054,,0,320
7644,AL16,AL16,SZG,1612,PMI,3998,Y,0,320
7645,AL16,AL16,SZG,1612,TFS,1056,,0,320
7646,AL16,AL16,SZG,1612,TXL,351,,0,319
7647,AL16,AL16,SZG,1612,VIE,1613,,0,320
7648,AL16,AL16,TFS,1056,BSL,1423,,0,320
7649,AL16,AL16,TFS,1056,CGN,344,,0,738
7650,AL16,AL16,TFS,1056,DRS,338,,0,738
7651,AL16,AL16,TFS,1056,DUS,345,,0,332 738 321
7652,AL16,AL16,TFS,1056,GRZ,1609,,0,320
7653,AL16,AL16,TFS,1056,HAM,342,,0,320
7654,AL16,AL16,TFS,1056,LEJ,348,,0,738
7655,AL16,AL16,TFS,1056,MUC,346,,0,738
7656,AL16,AL16,TFS,1056,NUE,347,,0,738
7657,AL16,AL16,TFS,1056,SZG,1612,,0,320
7658,AL16,AL16,TFS,1056,TXL,351,,0,321
7659,AL16,AL16,TFS,1056,VIE,1613,,0,320
7660,AL16,AL16,TFS,1056,ZRH,1678,,0,320
7661,AL16,AL16,TLV,1590,DUS,345,,0,321 738
7662,AL16,AL16,TLV,1590,MUC,346,,0,320
7663,AL16,AL16,TLV,1590,TXL,351,,0,320 321 738
7664,AL16,AL16,TXL,351,ACE,1055,,0,321
7665,AL16,AL16,TXL,351,AGP,1230,,0,321
7666,AL16,AL16,TXL,351,ALC,1212,,0,320 73G
7667,AL16,AL16,TXL,351,AMM,2170,Y,0,320 319
7668,AL16,AL16,TXL,351,ARN,737,,0,738 320 321 319
7669,AL16,AL16,TXL,351,AUH,2179,,0,332
7670,AL16,AL16,TXL,351,AYT,1688,,0,320 321 738
7671,AL16,AL16,TXL,351,BCN,1218,,0,738 320 321
7672,AL16,AL16,TXL,351,BEG,1739,,0,319
7673,AL16,AL16,TXL,351,BRI,1501,,0,738 320
7674,AL16,AL16,TXL,351,BUD,1489,,0,73G 319
7675,AL16,AL16,TXL,351,CFU,1460,,0,320 321
7676,AL16,AL16,TXL,351,CGN,344,,0,321 738 73G 320 319
7677,AL16,AL16,TXL,351,CPH,609,,0,319 73G 738
7678,AL16,AL16,TXL,351,CTA,1509,,0,321 320 738
7679,AL16,AL16,TXL,351,DME,4029,,0,738
7680,AL16,AL16,TXL,351,DUS,345,,0,738 319 73G 320 321 DH4
7681,AL16,AL16,TXL,351,FAO,1626,,0,321 320
7682,AL16,AL16,TXL,351,FCO,1555,,0,320 738 73G
7683,AL16,AL16,TXL,351,FKB,4166,,0,73G 319 DH4
7684,AL16,AL16,TXL,351,FNC,4091,,0,332 321
7685,AL16,AL16,TXL,351,FRA,340,,0,738 73G 319 320 DH4
7686,AL16,AL16,TXL,351,FUE,1051,,0,321 738
7687,AL16,AL16,TXL,351,GDN,668,,0,DH4
7688,AL16,AL16,TXL,351,GOT,687,,0,73G
7689,AL16,AL16,TXL,351,GRZ,1609,,0,319
7690,AL16,AL16,TXL,351,GWT,410,,0,DH4
7691,AL16,AL16,TXL,351,HEL,421,,0,738 73G
7692,AL16,AL16,TXL,351,HER,1452,,0,738 321
7693,AL16,AL16,TXL,351,HRG,1130,,0,321
7694,AL16,AL16,TXL,351,IBZ,1225,,0,738 321
7695,AL16,AL16,TXL,351,JFK,3797,,0,332
7696,AL16,AL16,TXL,351,KGD,2952,,0,DH4
7697,AL16,AL16,TXL,351,KGS,1458,,0,320 738
7698,AL16,AL16,TXL,351,KRK,669,,0,319 DH4 73G
7699,AL16,AL16,TXL,351,LED,2948,,0,738 73G
7700,AL16,AL16,TXL,351,LHR,507,Y,0,320 321 319
7701,AL16,AL16,TXL,351,LPA,1054,,0,321 320
7702,AL16,AL16,TXL,351,MAD,1229,,0,738 320
7703,AL16,AL16,TXL,351,MAH,1231,,0,738
7704,AL16,AL16,TXL,351,MIA,3576,,0,332
7705,AL16,AL16,TXL,351,MUC,346,,0,321 738 320 319 73G
7706,AL16,AL16,TXL,351,MXP,1524,,0,738 73G 320
7707,AL16,AL16,TXL,351,NAP,1561,,0,320 73G
7708,AL16,AL16,TXL,351,NBE,7447,,0,738
7709,AL16,AL16,TXL,351,NUE,347,,0,319 DH4
7710,AL16,AL16,TXL,351,OLB,1520,,0,320 73G
7711,AL16,AL16,TXL,351,ORD,3830,,0,332
7712,AL16,AL16,TXL,351,ORY,1386,,0,738 320 319
7713,AL16,AL16,TXL,351,OSL,644,,0,319
7714,AL16,AL16,TXL,351,OTP,1657,,0,320 73G
7715,AL16,AL16,TXL,351,PEK,3364,Y,0,330
7716,AL16,AL16,TXL,351,PMI,3998,,0,320 321 738
7717,AL16,AL16,TXL,351,RHO,1472,,0,320
7718,AL16,AL16,TXL,351,RIX,3953,Y,0,DH4 735
7719,AL16,AL16,TXL,351,SCN,349,,0,73G 320
7720,AL16,AL16,TXL,351,SKG,1486,,0,319
7721,AL16,AL16,TXL,351,SMI,1476,,0,320
7722,AL16,AL16,TXL,351,SOF,1194,,0,73G
7723,AL16,AL16,TXL,351,STR,350,,0,320 738 73G 321 DH4 319
7724,AL16,AL16,TXL,351,SZG,1612,,0,319
7725,AL16,AL16,TXL,351,TFS,1056,,0,321
7726,AL16,AL16,TXL,351,TLV,1590,,0,321 738 320
7727,AL16,AL16,TXL,351,VCE,1551,,0,320 738 73G
7728,AL16,AL16,TXL,351,VIE,1613,,0,321 320 E90
7729,AL16,AL16,TXL,351,WAW,679,,0,DH4 319
7730,AL16,AL16,TXL,351,ZRH,1678,,0,738 319 321 320 73G
7731,AL16,AL16,VCE,1551,DUS,345,,0,738 320 321
7732,AL16,AL16,VCE,1551,STR,350,,0,320 73G
7733,AL16,AL16,VCE,1551,TXL,351,,0,320 738 73G
7734,AL16,AL16,VIE,1613,ACE,1055,,0,321
7735,AL16,AL16,VIE,1613,AGP,1230,Y,0,321 320
7736,AL16,AL16,VIE,1613,AMM,2170,Y,0,320 319
7737,AL16,AL16,VIE,1613,ARN,737,Y,0,E90
7738,AL16,AL16,VIE,1613,BCN,1218,Y,0,320 321
7739,AL16,AL16,VIE,1613,CDG,1382,Y,0,320
7740,AL16,AL16,VIE,1613,CFU,1460,,0,320
7741,AL16,AL16,VIE,1613,CHQ,1474,,0,320
7742,AL16,AL16,VIE,1613,CPH,609,Y,0,E90
7743,AL16,AL16,VIE,1613,DUS,345,,0,321 738 E90 320 319
7744,AL16,AL16,VIE,1613,FCO,1555,,0,E90
7745,AL16,AL16,VIE,1613,FLR,1563,Y,0,DH4
7746,AL16,AL16,VIE,1613,FNC,4091,,0,321
7747,AL16,AL16,VIE,1613,FRA,340,Y,0,E90 320
7748,AL16,AL16,VIE,1613,HAJ,352,,0,320 E90
7749,AL16,AL16,VIE,1613,HAM,342,,0,E90 320 321
7750,AL16,AL16,VIE,1613,HEL,421,Y,0,320 319 E90
7751,AL16,AL16,VIE,1613,HER,1452,,0,320 321
7752,AL16,AL16,VIE,1613,JMK,1468,,0,320 321
7753,AL16,AL16,VIE,1613,JTR,1479,,0,321 320 E90
7754,AL16,AL16,VIE,1613,KLX,1456,,0,320 E90
7755,AL16,AL16,VIE,1613,LCA,1197,,0,320
7756,AL16,AL16,VIE,1613,LHR,507,Y,0,320
7757,AL16,AL16,VIE,1613,LPA,1054,,0,320
7758,AL16,AL16,VIE,1613,MAD,1229,,0,320 321
7759,AL16,AL16,VIE,1613,MLA,1606,,0,E90
7760,AL16,AL16,VIE,1613,MUC,346,Y,0,E90
7761,AL16,AL16,VIE,1613,MXP,1524,Y,0,E90
7762,AL16,AL16,VIE,1613,NCE,1354,Y,0,E90
7763,AL16,AL16,VIE,1613,NUE,347,,0,DH4
7764,AL16,AL16,VIE,1613,OLB,1520,,0,320
7765,AL16,AL16,VIE,1613,PMI,3998,,0,321 320
7766,AL16,AL16,VIE,1613,PVK,1470,,0,E90
7767,AL16,AL16,VIE,1613,RHO,1472,,0,320 E90
7768,AL16,AL16,VIE,1613,SKG,1486,,0,E90
7769,AL16,AL16,VIE,1613,SZG,1612,,0,320
7770,AL16,AL16,VIE,1613,TFS,1056,,0,320
7771,AL16,AL16,VIE,1613,TXL,351,,0,321 320 E90
7772,AL16,AL16,VIE,1613,VLC,1246,Y,0,320
7773,AL16,AL16,VIE,1613,VOL,1448,,0,320
7774,AL16,AL16,VIE,1613,ZRH,1678,Y,0,321 E90 320
7775,AL16,AL16,VIE,1613,ZTH,1488,,0,320 E90
7776,AL16,AL16,VLC,1246,PMI,3998,,0,738 320 73G
7777,AL16,AL16,VLC,1246,VIE,1613,Y,0,320
7778,AL16,AL16,VOL,1448,VIE,1613,,0,320
7779,AL16,AL16,VRA,1923,DUS,345,,0,332
7780,AL16,AL16,WAW,679,TXL,351,,0,319 DH4
7781,AL16,AL16,XRY,1226,PMI,3998,,0,320
7782,AL16,AL16,ZRH,1678,ACE,1055,,0,320
7783,AL16,AL16,ZRH,1678,ALC,1212,,0,320 321
7784,AL16,AL16,ZRH,1678,BDS,1506,,0,320
7785,AL16,AL16,ZRH,1678,CTA,1509,,0,320 319
7786,AL16,AL16,ZRH,1678,DUS,345,,0,319 738 320 73G
7787,AL16,AL16,ZRH,1678,FNC,4091,,0,320
7788,AL16,AL16,ZRH,1678,FUE,1051,,0,320
7789,AL16,AL16,ZRH,1678,GWT,410,,0,73G DH4
7790,AL16,AL16,ZRH,1678,HEL,421,,0,319
7791,AL16,AL16,ZRH,1678,HER,1452,,0,320 319
7792,AL16,AL16,ZRH,1678,IBZ,1225,,0,320
7793,AL16,AL16,ZRH,1678,LCY,503,Y,0,E90 E70
7794,AL16,AL16,ZRH,1678,LHR,507,Y,0,320 319 321
7795,AL16,AL16,ZRH,1678,LPA,1054,,0,320
7796,AL16,AL16,ZRH,1678,MAD,1229,Y,0,319
7797,AL16,AL16,ZRH,1678,NAP,1561,,0,320
7798,AL16,AL16,ZRH,1678,OLB,1520,,0,320 738
7799,AL16,AL16,ZRH,1678,PMI,3998,,0,738 320 332 321
7800,AL16,AL16,ZRH,1678,SUF,1508,,0,320
7801,AL16,AL16,ZRH,1678,TFS,1056,,0,320
7802,AL16,AL16,ZRH,1678,TXL,351,,0,319 738 321 320 73G
7803,AL16,AL16,ZRH,1678,VIE,1613,Y,0,321 E90 320
7804,AL16,AL16,ZTH,1488,DUS,345,,0,738
7805,AL16,AL16,ZTH,1488,MUC,346,,0,738
7806,AL16,AL16,ZTH,1488,VIE,1613,,0,320 E90
7807,AL543,AL543,GNM,7407,SSA,2621,,0,EMB
7808,AL543,AL543,LAZ,2582,GNM,7407,,0,EMB
7809,AL543,AL543,SSA,2621,LAZ,2582,,0,EMB
7810,AL18,AL18,ABJ,253,BRU,302,,1,333
7811,AL18,AL18,ABJ,253,OUA,246,Y,0,332
7812,AL18,AL18,ADD,1107,JED,2072,Y,0,333
7813,AL18,AL18,AMS,580,CPH,609,Y,0,319 321
7814,AL18,AL18,ANU,2874,YYZ,193,,0,320
7815,AL18,AL18,ATL,3682,DEN,3751,Y,0,CR7
7816,AL18,AL18,ATL,3682,YYZ,193,Y,0,CRA CRJ
7817,AL18,AL18,AUA,2895,YYZ,193,,0,319
7818,AL18,AL18,AUH,2179,YYZ,193,,0,77W
7819,AL18,AL18,AZS,5810,YUL,146,,0,320
7820,AL18,AL18,AZS,5810,YYZ,193,,0,319
7821,AL18,AL18,BAH,2057,DOH,11051,Y,0,333
7822,AL18,AL18,BCN,1218,YYZ,193,Y,0,763
7823,AL18,AL18,BDA,4069,YYZ,193,,0,319
7824,AL18,AL18,BDL,3825,YUL,146,Y,0,BEH
7825,AL18,AL18,BDL,3825,YYZ,193,Y,0,BEH
7826,AL18,AL18,BGI,2875,YYZ,193,,0,319
7827,AL18,AL18,BJM,1120,NBO,4059,Y,0,332
7828,AL18,AL18,BKK,3885,ICN,3930,Y,0,333 777
7829,AL18,AL18,BKK,3885,NRT,2279,Y,0,777
7830,AL18,AL18,BNA,3690,YYZ,193,Y,0,CRJ
7831,AL18,AL18,BOG,2709,YYZ,193,,0,763
7832,AL18,AL18,BOS,3448,YHZ,73,Y,0,CRJ
7833,AL18,AL18,BOS,3448,YOW,100,Y,0,DH1
7834,AL18,AL18,BOS,3448,YUL,146,Y,0,CRJ DH3
7835,AL18,AL18,BOS,3448,YYZ,193,,0,E90 E75
7836,AL18,AL18,BRU,302,BJM,1120,Y,0,332
7837,AL18,AL18,BRU,302,COO,245,Y,0,332
7838,AL18,AL18,BRU,302,DKR,1084,Y,0,333
7839,AL18,AL18,BRU,302,DLA,897,Y,0,333
7840,AL18,AL18,BRU,302,KGL,1165,Y,0,332
7841,AL18,AL18,BRU,302,LAD,951,Y,0,333
7842,AL18,AL18,BRU,302,OUA,246,Y,0,333
7843,AL18,AL18,BRU,302,YUL,146,,0,333
7844,AL18,AL18,BRU,302,YYZ,193,Y,0,332
7845,AL18,AL18,BWI,3849,YYZ,193,Y,0,DH1
7846,AL18,AL18,CCC,1901,YYZ,193,,0,319
7847,AL18,AL18,CDG,1382,YUL,146,,0,77W
7848,AL18,AL18,CDG,1382,YYZ,193,,0,77W
7849,AL18,AL18,CKY,4162,DKR,1084,Y,0,333
7850,AL18,AL18,CLE,3486,YYZ,193,Y,0,DH1
7851,AL18,AL18,CLT,3876,YYZ,193,Y,0,CRJ
7852,AL18,AL18,CMH,3759,YYZ,193,Y,0,DH1
7853,AL18,AL18,COO,245,ABJ,253,Y,0,332
7854,AL18,AL18,CPH,609,AMS,580,Y,0,319
7855,AL18,AL18,CPH,609,OSL,644,Y,0,321
7856,AL18,AL18,CPH,609,VNO,3959,Y,0,M80
7857,AL18,AL18,CPH,609,WAW,679,Y,0,M80
7858,AL18,AL18,CPH,609,YYZ,193,,0,763
7859,AL18,AL18,CUN,1852,YUL,146,,0,319
7860,AL18,AL18,CUN,1852,YYC,178,,0,319
7861,AL18,AL18,CUN,1852,YYZ,193,,0,319
7862,AL18,AL18,CVG,3488,YYZ,193,Y,0,CRJ
7863,AL18,AL18,CZM,1800,YUL,146,,0,319
7864,AL18,AL18,DCA,3520,YOW,100,Y,0,CRJ
7865,AL18,AL18,DCA,3520,YUL,146,Y,0,CRJ
7866,AL18,AL18,DCA,3520,YYZ,193,,0,E75
7867,AL18,AL18,DEL,3093,BRU,302,Y,0,332
7868,AL18,AL18,DEN,3751,ATL,3682,Y,0,CR7
7869,AL18,AL18,DEN,3751,MSY,3861,Y,0,738 739
7870,AL18,AL18,DEN,3751,YEG,49,Y,0,CRJ 319 E70
